City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
369,hot springs,34.5037,-93.0552,50.31,92,100,13.8,US,1675914840
370,hanzhong,33.0728,107.0303,47.73,68,93,3.78,CN,1675915099
371,kiruna,67.8557,20.2251,31.12,69,75,17.27,SE,1675915099
372,shelburne,44.0787,-80.2041,32.45,96,100,4.7,CA,1675914638
373,obo,5.3998,26.4869,65.1,25,9,4.79,CF,1675915100
374,pisco,-13.7,-76.2167,71.65,88,0,12.66,PE,1675914677
375,sambava,-14.2667,50.1667,76.1,86,60,7.31,MG,1675915100
376,novoagansk,61.9449,76.6625,3.42,94,100,10.85,RU,1675915100
377,camocim,-2.9022,-40.8411,75.72,89,85,6.26,BR,1675914760
378,kibala,9.1104,18.3463,75.15,43,0,5.75,TD,1675914825
379,fare,-16.7,-151.0167,81.41,72,7,7.58,PF,1675915101
380,areia branca,-4.9561,-37.1369,77.85,78,29,11.54,BR,1675915102
381,poum,-20.2333,164.0167,81.43,81,99,11.95,NC,1675914730
382,tilichiki,60.4667,166.1,-11.47,87,77,9.84,RU,1675914779
383,sumbe,-11.2061,13.8437,73.51,83,100,5.95,AO,1675915102
384,ostrovnoy,68.0531,39.5131,32.29,85,100,40.0,RU,1675914759
385,mount gambier,-37.8333,140.7667,79.07,35,0,8.01,AU,1675914803
386,russellville,35.2784,-93.1338,55.54,95,100,16.11,US,1675915103
387,nalut,30.3333,10.85,45.21,89,59,16.82,LY,1675915103
388,mount isa,-20.7333,139.5,91.17,52,75,9.22,AU,1675914717
389,constantine,36.365,6.6147,38.61,93,75,3.44,DZ,1675915103
390,okhotsk,59.3833,143.3,-13.2,80,20,13.82,RU,1675914877
391,rabo de peixe,37.8,-25.5833,53.11,71,75,6.91,PT,1675915104
392,olds,51.7834,-114.102,23.23,79,7,11.5,CA,1675915104
393,samoded,63.6083,40.5111,29.71,88,100,13.42,RU,1675915105
394,amahai,-3.3333,128.9167,79.25,83,100,4.92,ID,1675915105
395,smirnykh,49.75,142.8333,-1.88,58,36,10.89,RU,1675915105
396,high level,58.5169,-117.136,1.51,92,0,2.3,CA,1675915106
397,karasjok,69.4719,25.5112,31.17,81,100,32.5,NO,1675915106
398,gannan,47.9147,123.5031,10.27,77,98,7.78,CN,1675914953
399,hurghada,27.2574,33.8129,53.64,58,0,11.5,EG,1675915071
400,chitrakonda,18.1167,82.0833,80.44,24,71,3.87,IN,1675915107
401,itarantim,-15.6597,-40.0656,67.3,95,3,0.4,BR,1675915107
402,buraydah,26.326,43.975,46.85,40,100,5.77,SA,1675914796
403,te anau,-45.4167,167.7167,60.49,38,41,3.09,NZ,1675914705
404,marsh harbour,26.5412,-77.0636,72.79,62,9,18.34,BS,1675914675
405,korla,41.7597,86.1469,30.54,58,49,5.93,CN,1675915108
406,lata,40.1629,-8.3327,45.07,79,11,6.44,PT,1675914718
407,corrooy,16.7962,120.4453,85.42,53,42,6.73,PH,1675915108
408,samarai,-10.6167,150.6667,79.5,86,100,9.82,PG,1675914677
409,puerto narino,-3.7703,-70.3831,71.64,99,100,0.81,CO,1675915109
410,taihe,30.8712,105.3845,51.58,75,100,3.24,CN,1675914971
411,walvis bay,-22.9575,14.5053,64.09,88,60,5.79,NA,1675914639
412,kisanga,-7.4362,37.7034,71.64,98,100,3.71,TZ,1675915109
413,bethel,41.3712,-73.414,40.39,62,0,5.75,US,1675914703
414,puri,19.8,85.85,75.72,64,31,3.24,IN,1675914582
415,da nang,16.0678,108.2208,82.38,74,40,8.05,VN,1675915110
416,brownsville,25.9018,-97.4975,60.75,62,75,4.61,US,1675914954
417,bac lieu,9.285,105.7244,84.11,65,18,17.52,VN,1675915110
418,manono,-7.3,27.4167,64.58,95,97,0.92,CD,1675915111
419,vila franca do campo,37.7167,-25.4333,54.01,73,96,8.75,PT,1675914779
420,beloha,-25.1667,45.05,75.72,75,100,8.28,MG,1675915111
421,manica,49.0,-1.1667,31.46,90,31,2.3,FR,1675915111
422,necochea,-38.5473,-58.7368,63.32,86,0,6.51,AR,1675914819
423,beaufort,5.3473,115.7455,90.07,51,32,2.95,MY,1675915112
424,katsuura,35.1333,140.3,47.77,38,79,9.69,JP,1675914806
425,praya,14.9215,-23.5087,68.54,77,75,12.66,CV,1675914834
426,lincoln,40.8,-96.667,42.13,56,0,3.44,US,1675914995
427,keti bandar,24.1447,67.4497,73.35,63,21,9.75,PK,1675915113
428,tsagan aman,47.5639,46.7218,12.33,92,6,4.99,RU,1675915113
429,aguimes,27.9054,-15.4461,56.03,77,75,5.99,ES,1675914894
430,bajil,15.0584,43.2851,75.83,77,93,7.23,YE,1675915113
431,mount pleasant,32.7941,-79.8626,59.99,93,0,1.01,US,1675915114
432,kailua,21.4022,-157.7394,78.78,63,40,14.97,US,1675914986
433,gat,31.61,34.7642,46.4,100,77,5.5,IL,1675914843
434,colares,38.7992,-9.4469,52.32,84,9,15.01,PT,1675915114
435,conceicao da barra,-18.5933,-39.7322,76.28,84,100,7.07,BR,1675915114
436,estelle,29.8458,-90.1067,73.4,92,100,21.85,US,1675915115
437,santa cruz de tenerife,28.4682,-16.2546,66.29,78,100,8.05,ES,1675915115
438,senador jose porfirio,-2.5908,-51.9542,73.35,97,97,2.68,BR,1675915115
439,vanimo,-2.6741,141.3028,77.63,92,100,10.6,PG,1675915116
440,goderich,43.7501,-81.7165,35.92,80,97,3.44,CA,1675914821
441,songjianghe,42.1859,127.479,23.97,51,100,3.91,CN,1675915116
442,never,46.9896,3.159,24.55,82,4,2.46,FR,1675915117
443,port elizabeth,-33.918,25.5701,69.31,93,75,2.3,ZA,1675914708
444,termoli,41.9888,14.9895,34.77,78,97,5.39,IT,1675915117
445,horomerice,50.1317,14.3388,25.07,82,0,12.66,CZ,1675915117
446,osorno,-40.5667,-73.15,62.91,77,40,2.3,CL,1675915118
447,altus,34.6381,-99.334,35.46,93,0,5.75,US,1675915118
448,zlitan,32.4674,14.5687,53.29,75,40,27.25,LY,1675915118
449,ulu tiram,1.6,103.8167,86.99,74,40,5.75,MY,1675915119
450,mana,5.6592,-53.7767,75.43,89,100,9.46,GF,1675915119
451,pipar,26.3856,73.5378,71.19,21,5,7.52,IN,1675915119
452,eureka,40.8021,-124.1637,46.67,93,37,4.23,US,1675914602
453,brooks,50.5834,-111.8851,19.04,91,8,1.14,CA,1675915120
454,agirish,61.9247,63.0231,25.25,83,80,14.76,RU,1675915120
455,chemax,20.65,-87.9333,69.66,99,3,2.75,MX,1675915121
456,montes claros,-16.735,-43.8617,73.18,78,0,0.0,BR,1675915121
457,tual,-5.6667,132.75,80.58,81,100,30.51,ID,1675915121
458,coihaique,-45.5752,-72.0662,64.35,63,0,3.44,CL,1675914757
459,paamiut,61.994,-49.6678,28.65,87,100,24.99,GL,1675914713
460,novosilikatnyy,53.3097,83.6239,-7.02,71,40,2.24,RU,1675915122
461,akdepe,42.0551,59.3788,19.49,67,42,15.7,TM,1675915122
462,kloulklubed,7.0419,134.2556,82.9,75,100,12.71,PW,1675914753
463,namibe,-15.1961,12.1522,68.95,76,98,6.31,AO,1675914710
464,three hills,51.7001,-113.2686,23.07,80,6,13.8,CA,1675915123
465,sinnamary,5.3833,-52.95,75.18,90,99,10.58,GF,1675914814
466,raton,36.9034,-104.4391,30.81,40,0,4.61,US,1675915123
467,dalbandin,28.8947,64.4101,65.41,42,48,12.1,PK,1675914836
468,heihe,50.2441,127.4902,10.98,90,51,7.96,CN,1675915124
469,kushima,31.4583,131.2333,54.55,61,100,12.82,JP,1675915124
470,cabo san lucas,22.8909,-109.9124,68.5,43,0,4.61,MX,1675914564
471,tiarei,-17.5333,-149.3333,84.22,72,6,5.75,PF,1675914754
472,rognan,67.0953,15.3878,34.05,95,100,6.89,NO,1675915125
473,fukue,32.6881,128.8419,52.16,54,0,9.22,JP,1675914869
474,pimenta bueno,-11.6725,-61.1936,72.39,95,97,0.31,BR,1675915125
475,tianpeng,30.9866,103.9393,52.27,78,100,3.83,CN,1675915125
476,sola,-13.8833,167.55,88.47,70,75,3.44,VU,1675914830
477,tome,-36.6167,-72.95,59.61,90,0,4.72,CL,1675915126
478,bambanglipuro,-7.95,110.2833,82.9,75,95,14.05,ID,1675915010
479,cuajinicuilapa,16.4667,-98.4167,72.93,73,2,1.97,MX,1675914765
480,zhezkazgan,47.8043,67.7144,-5.82,77,40,20.13,KZ,1675914841
481,mapiripan,2.8892,-72.1256,79.56,59,85,4.99,CO,1675915127
482,shebunino,46.4339,141.8603,11.8,74,100,15.59,RU,1675915127
483,omsukchan,62.5333,155.8,-29.56,96,31,5.41,RU,1675915127
484,isiolo,0.3546,37.5822,65.7,62,0,4.16,KE,1675915128
485,aksu,41.1231,80.2644,28.96,66,60,2.26,CN,1675915128
486,anadyr,64.75,177.4833,-30.5,66,0,8.95,RU,1675914767
487,porto nacional,-10.7081,-48.4172,75.2,89,28,1.39,BR,1675915128
488,lukino,56.4418,43.6293,22.98,100,92,3.56,RU,1675915129
489,faranah,10.0404,-10.7434,75.54,52,73,7.16,GN,1675915129
490,lorengau,-2.0226,147.2712,83.7,67,100,10.13,PG,1675914763
491,mogadouro,41.3403,-6.7119,31.87,91,0,6.2,PT,1675915130
492,labuhan,-6.8844,112.2051,83.57,76,93,12.17,ID,1675914875
493,bhubaneswar,20.2333,85.8333,75.42,78,4,5.75,IN,1675915130
494,ust-nera,64.5667,143.2,-32.03,95,87,1.54,RU,1675915130
495,abalak,58.1286,68.5944,4.3,99,99,4.72,RU,1675915131
496,piracuruca,-3.9281,-41.7092,72.91,94,75,3.04,BR,1675915131
497,champoton,19.35,-90.7167,78.33,68,22,8.68,MX,1675915131
498,coroata,-4.13,-44.1242,72.34,98,91,2.75,BR,1675915132
499,isla vista,34.4133,-119.861,56.98,64,0,3.44,US,1675915132
500,baoqing,46.3317,132.2111,13.42,67,7,3.04,CN,1675914870
501,ugoofaaru,5.6667,73.0,80.1,71,58,4.47,MV,1675915133
502,grande prairie,55.1667,-118.8027,23.18,74,20,8.05,CA,1675915133
503,porto novo,6.4965,2.6036,82.22,90,63,2.04,BJ,1675915133
504,balabac,7.9868,117.0645,82.18,74,54,16.17,PH,1675915134
505,hof,50.3167,11.9167,20.44,81,8,10.36,DE,1675915134
506,tigre,-34.426,-58.5796,79.21,76,0,5.75,AR,1675914881
507,progreso,21.2833,-89.6667,79.11,70,0,11.72,MX,1675915134
508,mkushi,-13.6202,29.3939,59.79,99,100,4.43,ZM,1675915135
509,yeppoon,-23.1333,150.7333,85.78,61,92,23.06,AU,1675914479
510,karoi,-16.8099,29.6925,61.84,96,39,3.51,ZW,1675915135
511,alcudia,39.8532,3.1214,47.37,73,91,9.73,ES,1675915135
512,semporna,4.4818,118.6112,82.49,69,87,7.85,MY,1675915136
513,sakakah,29.9697,40.2064,40.57,81,84,5.1,SA,1675914780
514,loandjili,-4.7561,11.8578,80.71,89,75,2.3,CG,1675915136
515,vicuna,-30.0319,-70.7081,55.13,60,0,1.72,CL,1675915137
516,weston,26.1004,-80.3998,75.99,73,20,12.66,US,1675915137
517,vardo,70.3705,31.1107,35.58,75,99,43.73,NO,1675914370
518,san rafael,-34.6177,-68.3301,78.48,37,35,5.26,AR,1675915137
519,karratha,-20.7377,116.8463,94.44,46,0,12.03,AU,1675915138
520,biak,-0.9131,122.8766,84.38,61,96,2.13,ID,1675914705
521,manggar,-2.8833,108.2667,85.53,66,100,5.59,ID,1675914738
522,manchar,19.0,73.9333,76.35,22,94,3.33,IN,1675915138
523,half moon bay,37.4636,-122.4286,57.31,78,40,10.36,US,1675915111
524,srivardhan,18.0333,73.0167,83.66,34,96,2.98,IN,1675915139
525,andra,62.5147,65.8878,25.32,83,100,16.4,RU,1675915139
526,vengerovo,55.6848,76.7471,-15.36,100,100,4.56,RU,1675915139
527,karla,59.3723,24.9275,35.98,80,20,18.41,EE,1675915140
528,petropavl,54.8753,69.1628,-5.82,84,20,4.47,KZ,1675915140
529,xuddur,4.1213,43.8894,69.08,75,8,14.05,SO,1675915140
530,sao filipe,14.8961,-24.4956,69.08,75,58,7.09,CV,1675914646
531,nisia floresta,-6.0911,-35.2086,79.61,87,35,6.31,BR,1675915119
532,novobessergenevka,47.1847,38.8462,19.33,81,6,10.74,RU,1675915141
533,sisimiut,66.9395,-53.6735,2.5,80,100,7.16,GL,1675915141
534,reconquista,-29.15,-59.65,77.07,56,88,6.46,AR,1675914819
535,dawlatabad,36.4141,64.9053,42.24,87,100,10.02,AF,1675914847
536,guigue,10.0853,-67.7792,69.42,96,52,3.96,VE,1675915142
537,kavaratti,10.5669,72.642,79.45,70,100,3.87,IN,1675914789
538,urubicha,-15.3833,-62.95,71.62,99,100,0.58,BO,1675915143
539,panguna,-6.3164,155.4848,79.88,66,100,3.11,PG,1675915065
540,eftimie murgu,44.9003,22.0928,22.53,92,52,4.52,RO,1675915144
541,nsanje,-16.92,35.262,73.45,96,96,2.08,MW,1675915145
542,erenhot,43.6475,111.9767,25.86,69,100,9.98,CN,1675915145
543,general roca,-39.0333,-67.5833,82.02,24,0,10.02,AR,1675914673
544,muyezerskiy,63.9333,31.65,32.43,91,100,19.66,RU,1675915146
545,oranjemund,-28.55,16.4333,62.53,96,32,3.0,NA,1675914847
546,berlevag,70.8578,29.0864,37.35,70,100,39.12,NO,1675914775
547,ahuimanu,21.4447,-157.8378,78.51,63,40,14.97,US,1675915032
548,cam ranh,11.9214,109.1591,84.16,65,40,8.05,VN,1675915147
549,corner brook,48.9667,-57.9484,21.36,95,96,9.55,CA,1675915148
550,kati,12.7441,-8.0726,76.41,21,1,4.34,ML,1675915149
551,padang,-0.9492,100.3543,82.45,70,97,4.14,ID,1675914648
552,erdenet,49.0333,104.0833,10.35,76,80,2.71,MN,1675915151
553,faya,18.3851,42.4509,46.92,60,39,3.87,SA,1675914655
554,caldwell,43.6629,-116.6874,35.47,63,0,5.75,US,1675915152
555,ola,59.5833,151.2833,2.14,73,100,6.82,RU,1675915152
556,balkhash,46.844,74.9804,14.61,85,100,13.42,KZ,1675914818
557,rangia,26.4667,91.6333,67.95,52,49,13.13,IN,1675915154
558,venustiano carranza,19.43,-99.0992,65.14,49,81,11.01,MX,1675914896
559,nevelsk,46.6733,141.8633,8.96,77,100,17.87,RU,1675915155
560,sur,22.5667,59.5289,76.1,56,8,7.74,OM,1675914700
561,buala,-8.145,159.5921,83.41,75,97,4.7,SB,1675914848
562,vega baja,18.4444,-66.3877,78.75,83,20,5.01,PR,1675915156
563,porto murtinho,-21.6989,-57.8825,76.55,80,0,2.57,BR,1675915157
564,chandauli,25.2667,83.2667,64.45,33,0,7.67,IN,1675915157
565,opuwo,-18.0607,13.84,63.79,42,51,3.71,NA,1675915158
566,astara,38.5,48.6667,29.1,97,100,5.12,AZ,1675915158
567,mantua,45.1667,10.7833,34.84,62,5,5.01,IT,1675914769
568,gambela,8.25,34.5833,74.82,33,5,3.29,ET,1675915159
569,huilong,31.8111,121.655,45.93,88,100,14.0,CN,1675915159
570,bilibino,68.0546,166.4372,-42.7,98,66,1.43,RU,1675914735
571,muroto,33.2833,134.15,49.51,63,93,11.12,JP,1675915160
572,jinchang,38.4953,102.1739,39.4,34,0,3.87,CN,1675915161
573,hamilton,39.1834,-84.5333,50.72,94,100,9.22,US,1675914826
574,puerto escondido,15.85,-97.0667,79.63,69,0,2.3,MX,1675914698
575,messina,38.1933,15.5497,49.19,72,75,5.75,IT,1675915162
576,nenjiang,49.1833,125.2167,7.27,83,58,8.41,CN,1675915163
577,santa maria,-29.6842,-53.8069,78.1,53,75,4.61,BR,1675914883
578,ontario,34.0633,-117.6509,61.61,43,0,6.91,US,1675914525
